id,year.prehurr,group,dpAcc,dpSocial,num_obs,sex,ordrank,percentrank,hrs.followed,study.end.date,group.size,DOB,DOD,DOT,Age_entry.days,Age_event.days,days.in.study,Survival,num.partners,top.partner,std.num.partners,iter
56K,2015,KK,0.568421053,0.021052632,95,M,H,90,5.5,11/1/18,230,1/8/99,NA,12/12/18,6827,7237,410,0,9,2.717431098,1.699570815,1
56K,2017,KK,0.630434783,-0.02173913,46,M,H,95.83333333,1.916666667,11/1/18,230,1/8/99,NA,12/12/18,6827,7237,410,0,2,1.297763737,0.535211268,1
5B0,2016,V,0.16,0,100,M,L,11.11111111,6,3/1/20,264,12/23/05,NA,NA,4286,5182,896,0,0,0,0,1
5B0,2017,V,0.210526316,0.01754386,57,M,L,32.72727273,3.666666667,3/1/20,264,12/23/05,NA,NA,4286,5182,896,0,4,1.322611938,1.93814433,1
5C6,2015,V,0.210526316,-0.01754386,57,F,H,86.842,4.166666667,3/1/20,264,11/21/05,5/1/18,NA,4318,4544,226,1,7,1.235058937,1.787234043,1
5C6,2016,V,0.176470588,-0.029411765,68,F,H,88.0952381,6.333333333,3/1/20,264,11/21/05,5/1/18,NA,4318,4544,226,1,11,1.999897769,2.983050847,1
5C6,2017,V,0.291666667,0,48,F,H,87.5,3.666666667,3/1/20,264,11/21/05,5/1/18,NA,4318,4544,226,1,0,0,0,1
5.00E+08,2015,V,0.38028169,-0.014084507,71,F,M,60.526,4.333333333,3/1/20,264,1/15/08,NA,NA,3533,4429,896,0,6,0.629279501,1.531914894,1
5.00E+08,2016,V,0.494949495,0.04040404,99,F,M,66.66666667,6,3/1/20,264,1/15/08,NA,NA,3533,4429,896,0,3,0.432124454,0.813559322,1
5.00E+08,2017,V,0.314814815,0.148148148,54,F,M,56.25,3.5,3/1/20,264,1/15/08,NA,NA,3533,4429,896,0,3,1.720695039,1.453608247,1
5H4,2015,KK,0.515463918,0.072164948,97,F,H,100,5.5,11/1/18,230,9/10/08,2/26/19,NA,3294,3704,410,0,9,2.980408301,1.699570815,1
5H4,2017,KK,0.5,-0.142857143,42,F,H,100,1.75,11/1/18,230,9/10/08,2/26/19,NA,3294,3704,410,0,12,4.20979397,3.211267606,1
5J1,2016,V,0.126984127,-0.031746032,63,M,L,24.44444444,4.333333333,3/1/20,264,9/24/09,8/25/18,NA,2915,3257,342,1,3,3.359445145,0.813559322,1
5J1,2017,V,0.113207547,0,53,M,L,29.09090909,3.666666667,3/1/20,264,9/24/09,8/25/18,NA,2915,3257,342,1,0,0,0,1
5J3,2017,KK,0.684210526,0.026315789,38,M,L,16.66666667,1.583333333,11/1/18,230,10/16/09,NA,12/12/18,2893,3303,410,0,1,0.103708428,0.267605634,1
5K0,2017,KK,0.568181818,0,44,M,L,12.5,1.833333333,11/1/18,230,10/26/10,NA,12/4/18,2518,2928,410,0,1,0.417976392,0.267605634,1
5K8,2017,V,0.063829787,0.021276596,47,M,L,38.18181818,3.666666667,3/1/20,264,10/25/10,NA,NA,2519,3415,896,0,0,0,0,1
5L4,2017,V,0.03125,0.03125,32,M,L,47.27272727,2.333333333,3/1/20,264,12/9/10,NA,NA,2474,3370,896,0,1,0.804019415,0.484536082,1
5L7,2017,V,0.230769231,-0.019230769,52,F,L,41.66666667,3.5,3/1/20,264,9/26/10,NA,NA,2548,3444,896,0,1,0.323043515,0.484536082,1
5L8,2017,V,0.103448276,-0.017241379,58,F,L,14.58333333,3.5,3/1/20,264,9/19/10,9/6/18,NA,2555,2909,354,1,2,0.555047494,0.969072165,1
5M5,2017,KK,0.363636364,0,22,F,L,6.25,0.916666667,11/1/18,230,9/1/11,NA,11/7/18,2208,2618,410,0,0,0,0,1
60R,2015,KK,0.59375,0.0625,96,F,M,68.57142857,5.5,11/1/18,230,12/3/01,NA,11/28/18,5767,6177,410,0,2,0.290868725,0.377682403,1
60R,2017,KK,0.386363636,-0.159090909,44,F,M,66.667,1.833333333,11/1/18,230,12/3/01,NA,11/28/18,5767,6177,410,0,6,2.192542829,1.605633803,1
61R,2015,V,0.333333333,-0.08974359,78,M,H,90.90909091,4.5,3/1/20,264,12/15/01,NA,NA,5755,6651,896,0,4,4.015899884,1.021276596,1
61R,2016,V,0.485981308,0.046728972,107,M,H,91.11111111,6.166666667,3/1/20,264,12/15/01,NA,NA,5755,6651,896,0,6,2.269233847,1.627118644,1
61R,2017,V,0.491525424,0.016949153,59,M,H,96.36363636,3.666666667,3/1/20,264,12/15/01,NA,NA,5755,6651,896,0,2,0.628858042,0.969072165,1
6B8,2017,V,0.185185185,0.074074074,27,M,L,25.45454545,1.5,3/1/20,264,11/16/05,NA,NA,4323,5219,896,0,1,1.400549949,0.484536082,1
6C2,2015,KK,0.520408163,0.112244898,98,F,M,60,5.5,11/1/18,230,10/6/05,NA,NA,4364,4774,410,0,7,0.918457694,1.321888412,1
6C2,2017,KK,0.5,-0.125,48,F,M,58.333,2,11/1/18,230,10/6/05,NA,NA,4364,4774,410,0,9,4.150432244,2.408450704,1
6D4,2015,KK,0.618556701,0.082474227,97,F,L,28.57142857,5.5,11/1/18,230,10/14/06,NA,12/18/18,3991,4401,410,0,6,1.733258838,1.13304721,1
6D4,2017,KK,0.619047619,-0.047619048,42,F,L,25,1.75,11/1/18,230,10/14/06,NA,12/18/18,3991,4401,410,0,8,1.22145482,2.14084507,1
6D6,2015,KK,0.694736842,0.063157895,95,F,M,65.71428571,5.666666667,11/1/18,230,10/26/06,NA,12/18/18,3979,4389,410,0,4,1.744157626,0.755364807,1
6D6,2017,KK,0.4375,0.020833333,48,F,M,62.5,2,11/1/18,230,10/26/06,NA,12/18/18,3979,4389,410,0,5,1.986080416,1.338028169,1
6D9,2015,KK,0.520408163,0.06122449,98,F,M,51.42857143,5.5,11/1/18,230,11/2/06,NA,12/11/19,3972,4382,410,0,3,0.772993597,0.566523605,1
6D9,2017,KK,0.5,-0.086956522,46,F,M,52.083,1.916666667,11/1/18,230,11/2/06,NA,12/11/19,3972,4382,410,0,9,1.17135413,2.408450704,1
6K6,2017,KK,0.5,-0.071428571,42,F,M,64.583,1.75,11/1/18,230,9/6/10,NA,11/7/18,2568,2978,410,0,1,0.55525546,0.267605634,1
6L1,2017,KK,0.434782609,-0.065217391,46,F,L,29.167,1.916666667,11/1/18,230,9/9/10,NA,12/11/18,2565,2975,410,0,3,2.314651874,0.802816901,1
6L3,2017,KK,0.590909091,0.045454545,44,M,L,29.16666667,1.833333333,11/1/18,230,9/27/10,NA,11/7/18,2547,2957,410,0,0,0,0,1
6L4,2017,KK,0.304347826,0,46,M,L,25,1.916666667,11/1/18,230,9/17/10,NA,11/28/18,2557,2967,410,0,2,0.147296028,0.535211268,1
6M7,2017,KK,0.45,-0.1,20,F,M,50,0.833333333,11/1/18,230,8/21/11,NA,12/12/18,2219,2629,410,0,3,1.790698859,0.802816901,1
73S,2016,V,0.243589744,0.038461538,78,M,L,33.33333333,4.333333333,3/1/20,264,11/23/02,2/10/20,NA,5412,6288,876,1,0,0,0,1
73S,2017,V,0.25,0.016666667,60,M,L,7.272727273,3.666666667,3/1/20,264,11/23/02,2/10/20,NA,5412,6288,876,1,0,0,0,1
73Z,2015,KK,0.608695652,-0.02173913,92,M,L,35,5.333333333,11/1/18,230,10/30/04,NA,12/12/18,4705,5115,410,0,3,2.241374931,0.566523605,1
73Z,2017,KK,0.688888889,-0.066666667,45,M,M,70.83333333,1.916666667,11/1/18,230,10/30/04,NA,12/12/18,4705,5115,410,0,2,1.052114488,0.535211268,1
76J,2015,KK,0.587628866,0.030927835,97,F,M,77.14285714,5.5,11/1/18,230,1/19/99,NA,12/18/18,6816,7226,410,0,6,2.916299431,1.13304721,1
76J,2017,KK,0.543478261,-0.02173913,46,F,H,81.25,1.916666667,11/1/18,230,1/19/99,NA,12/18/18,6816,7226,410,0,12,1.416068166,3.211267606,1
77I,2015,V,0.32,-0.026666667,75,M,H,81.81818182,4.5,3/1/20,264,1/13/98,NA,NA,7187,8083,896,0,7,1.288278275,1.787234043,1
77I,2016,V,0.415841584,0.03960396,101,M,H,82.22222222,6.166666667,3/1/20,264,1/13/98,NA,NA,7187,8083,896,0,0,0,0,1
77I,2017,V,0.383333333,0.033333333,60,M,H,80,3.666666667,3/1/20,264,1/13/98,NA,NA,7187,8083,896,0,2,0.600273586,0.969072165,1
78I,2015,V,0.373333333,0.093333333,75,F,M,63.158,4.5,3/1/20,264,12/15/97,NA,NA,7216,8112,896,0,8,4.564283073,2.042553191,1
78I,2016,V,0.454545455,0.080808081,99,F,M,69.04761905,6.333333333,3/1/20,264,12/15/97,NA,NA,7216,8112,896,0,4,3.603410349,1.084745763,1
78I,2017,V,0.616666667,0.133333333,60,F,M,64.58333333,3.666666667,3/1/20,264,12/15/97,NA,NA,7216,8112,896,0,3,1.204658635,1.453608247,1
7C4,2015,V,0.103896104,-0.025974026,77,F,M,57.895,4.666666667,3/1/20,264,11/7/05,NA,NA,4332,5228,896,0,6,1.235058937,1.531914894,1
7C4,2016,V,0.33,0.03,100,F,M,64.28571429,6.166666667,3/1/20,264,11/7/05,NA,NA,4332,5228,896,0,5,0.622259213,1.355932203,1
7C4,2017,V,0.262295082,0.016393443,61,F,M,52.08333333,3.666666667,3/1/20,264,11/7/05,NA,NA,4332,5228,896,0,2,1.101872062,0.969072165,1
7F0,2015,KK,0.494845361,0.072164948,97,F,L,0,5.5,11/1/18,230,9/24/07,NA,12/5/18,3646,4056,410,0,7,1.306794409,1.321888412,1
7F0,2017,KK,0.477272727,-0.113636364,44,F,L,8.333,1.833333333,11/1/18,230,9/24/07,NA,12/5/18,3646,4056,410,0,4,2.566521706,1.070422535,1
7G1,2016,V,0.197802198,0.043956044,91,M,L,2.222222222,5.333333333,3/1/20,264,9/23/08,NA,NA,3281,4177,896,0,3,1.136912098,0.813559322,1
7G1,2017,V,0.178571429,0.035714286,56,M,L,18.18181818,3.666666667,3/1/20,264,9/23/08,NA,NA,3281,4177,896,0,1,0.970305248,0.484536082,1
7I8,2017,KK,0.522727273,0,44,F,M,56.25,1.833333333,11/1/18,230,9/3/09,NA,11/28/18,2936,3346,410,0,7,1.415253398,1.873239437,1
7J7,2017,KK,0.586956522,0,46,F,M,75,1.916666667,11/1/18,230,9/19/09,NA,11/7/18,2920,3330,410,0,5,1.676369084,1.338028169,1
7K8,2017,V,0.393442623,0.06557377,61,F,M,54.16666667,3.5,3/1/20,264,9/28/10,NA,NA,2546,3442,896,0,1,0.298702562,0.484536082,1
81O,2015,V,0.179487179,-0.012820513,78,M,M,77.27272727,4.5,3/1/20,264,11/13/00,NA,NA,6152,7048,896,0,2,1.299321459,0.510638298,1
81O,2016,V,0.245098039,0.029411765,102,M,H,80,6.166666667,3/1/20,264,11/13/00,NA,NA,6152,7048,896,0,3,0.345141758,0.813559322,1
81O,2017,V,0.224137931,0.051724138,58,M,H,83.63636364,3.5,3/1/20,264,11/13/00,NA,NA,6152,7048,896,0,2,2.658873507,0.969072165,1
83Z,2015,KK,0.705263158,0.073684211,95,F,L,48.57142857,5.333333333,11/1/18,230,12/16/04,NA,NA,4658,5068,410,0,5,1.796336587,0.944206009,1
83Z,2017,KK,0.52173913,-0.043478261,46,F,L,47.917,1.916666667,11/1/18,230,12/16/04,NA,NA,4658,5068,410,0,9,1.015999352,2.408450704,1
85T,2015,V,0.054054054,0,74,F,L,5.263,4.666666667,3/1/20,264,10/31/03,6/19/19,NA,5070,5710,640,1,3,5.024788505,0.765957447,1
85T,2016,V,0.191919192,-0.02020202,99,F,L,7.142857143,6,3/1/20,264,10/31/03,6/19/19,NA,5070,5710,640,1,2,3.998056792,0.542372881,1
85T,2017,V,0.13559322,0.016949153,59,F,L,2.083333333,3.666666667,3/1/20,264,10/31/03,6/19/19,NA,5070,5710,640,1,5,1.356782763,2.422680412,1
86Z,2015,KK,0.520833333,0,96,F,M,71.42857143,5.5,11/1/18,230,10/19/04,NA,NA,4716,5126,410,0,8,2.155616164,1.510729614,1
86Z,2017,KK,0.681818182,-0.113636364,44,F,M,68.75,1.833333333,11/1/18,230,10/19/04,NA,NA,4716,5126,410,0,5,2.133879475,1.338028169,1
8C9,2017,KK,0.522727273,-0.045454545,44,M,L,8,1.833333333,11/1/18,230,10/29/06,NA,12/11/18,3976,4386,410,0,4,1.431752466,1.070422535,1
8I9,2017,KK,0.47826087,-0.065217391,46,F,L,45.833,1.916666667,11/1/18,230,9/21/09,NA,12/13/18,2918,3328,410,0,6,0.824156349,1.605633803,1
8J3,2017,V,0.24137931,0.017241379,58,M,L,10.90909091,3.666666667,3/1/20,264,9/18/09,NA,NA,2921,3817,896,0,3,1.552411905,1.453608247,1
8K1,2017,V,0.186440678,-0.050847458,59,M,L,49.09090909,3.833333333,3/1/20,264,10/2/10,NA,NA,2542,3438,896,0,2,2.575733626,0.969072165,1
8L3,2017,KK,0.619047619,-0.095238095,42,F,H,95.833,1.75,11/1/18,230,9/27/10,NA,12/11/18,2547,2957,410,0,14,4.601581366,3.746478873,1
90T,2015,V,0.316455696,0.063291139,79,F,L,39.474,4.5,3/1/20,264,11/15/03,NA,NA,5055,5951,896,0,2,0.665835156,0.510638298,1
90T,2016,V,0.413461538,0.048076923,104,F,L,42.85714286,6.166666667,3/1/20,264,11/15/03,NA,NA,5055,5951,896,0,4,8.91093266,1.084745763,1
90T,2017,V,0.37254902,0.019607843,51,F,L,45.83333333,3.5,3/1/20,264,11/15/03,NA,NA,5055,5951,896,0,4,2.890262815,1.93814433,1
93O,2015,KK,0.505263158,0.031578947,95,F,L,31.42857143,5.5,11/1/18,230,12/2/00,NA,12/13/18,6133,6543,410,0,8,2.269695553,1.510729614,1
93O,2017,KK,0.477272727,-0.113636364,44,F,L,27.083,1.833333333,11/1/18,230,12/2/00,NA,12/13/18,6133,6543,410,0,7,1.118014372,1.873239437,1
93T,2015,V,0.207792208,-0.090909091,77,F,L,44.737,4.5,3/1/20,264,11/16/03,NA,NA,5054,5950,896,0,1,6.060937376,0.255319149,1
93T,2016,V,0.287037037,0,108,F,L,47.61904762,6.166666667,3/1/20,264,11/16/03,NA,NA,5054,5950,896,0,3,1.957895063,0.813559322,1
93T,2017,V,0.328358209,0.059701493,67,F,L,47.91666667,3.833333333,3/1/20,264,11/16/03,NA,NA,5054,5950,896,0,2,1.322611938,0.969072165,1
98Z,2015,KK,0.56122449,0.102040816,98,M,L,15,5.5,11/1/18,230,11/21/04,NA,12/13/18,4683,5093,410,0,3,2.980408301,0.566523605,1
98Z,2017,KK,0.47826087,-0.043478261,46,M,M,54.16666667,1.916666667,11/1/18,230,11/21/04,NA,12/13/18,4683,5093,410,0,4,2.097214879,1.070422535,1
9C1,2015,V,0.432432432,0.040540541,74,F,H,81.579,4.5,3/1/20,264,10/26/06,NA,NA,3979,4875,896,0,1,0.06005572,0.255319149,1
9C1,2016,V,0.306930693,0.01980198,101,F,H,85.71428571,6.166666667,3/1/20,264,10/26/06,NA,NA,3979,4875,896,0,1,0.235282091,0.271186441,1
9C1,2017,V,0.35,0.05,60,F,H,83.33333333,3.666666667,3/1/20,264,10/26/06,NA,NA,3979,4875,896,0,1,0.366115984,0.484536082,1
9.00E+03,2016,V,0.152542373,0.033898305,59,M,L,22.22222222,3.333333333,3/1/20,264,11/27/07,NA,NA,3582,4478,896,0,1,0.794791475,0.271186441,1
9.00E+03,2017,V,0.173076923,0.057692308,52,M,L,16.36363636,3.5,3/1/20,264,11/27/07,NA,NA,3582,4478,896,0,0,0,0,1
9.00E+08,2015,V,0.158730159,0.063492063,63,F,L,47.368,4.5,3/1/20,264,1/24/08,7/10/18,NA,3524,3820,296,1,2,6.060937376,0.510638298,1
9.00E+08,2016,V,0.271428571,0.071428571,70,F,M,50,6.166666667,3/1/20,264,1/24/08,7/10/18,NA,3524,3820,296,1,6,4.230949873,1.627118644,1
9.00E+08,2017,V,0.218181818,0.090909091,55,F,M,50,3.666666667,3/1/20,264,1/24/08,7/10/18,NA,3524,3820,296,1,4,1.451442025,1.93814433,1
9H9,2015,KK,0.404255319,-0.021276596,94,F,L,25.71428571,5.333333333,11/1/18,230,9/13/08,7/8/19,NA,3291,3701,410,0,5,2.269695553,0.944206009,1
9H9,2017,KK,0.413043478,-0.152173913,46,F,L,22.917,1.916666667,11/1/18,230,9/13/08,7/8/19,NA,3291,3701,410,0,5,2.945920566,1.338028169,1
9I8,2017,KK,0.630434783,-0.108695652,46,F,L,41.667,1.916666667,11/1/18,230,9/1/09,NA,12/12/18,2938,3348,410,0,3,1.50101667,0.802816901,1
9K9,2017,V,0.074074074,0,54,M,L,34.54545455,3.5,3/1/20,264,10/23/10,NA,NA,2521,3417,896,0,1,0.886431405,0.484536082,1
9L9,2017,KK,0.52173913,-0.108695652,46,F,L,4.167,1.916666667,11/1/18,230,10/27/10,NA,12/11/18,2517,2927,410,0,2,2.791610442,0.535211268,1
