AnimalID,DOB,Sex,BirthGroup,BehaviorMom,Last Event,LastGroup,EventDate,Status,DamGen,SireGen,BirthSeason,DOD,DateTransfer
707,05/06/1976,m,L,503,nHH,HH,2/28/1998,Dead,,,1979,02/12/2002,
708,2/18/1976,m,L,77H,,BB,,Dead,,,2002,06/12/2002,
70A,12/27/1992,f,Y,33C,,R,,Dead,,,2004,12/02/2003,
70C,1/24/1994,m,R,35B,,R,,Dead,,,2003,01/03/2003,
70D,1/30/1995,m,F,33C,,R,,Dead,33C,J21,2002,03/03/2003,
70J,01/09/1999,f,F,O55,KK,KK,03/01/2002,Dead,O55,K42,1996,06/03/2003,
70K,01/12/1999,f,R,K80,nCC,CC,01/01/1996,Dead,K80,S79,1995,11/03/2003,
70N,12/20/1999,m,R,03B,,KK,,Dead,,,2004,11/03/2003,
70O,11/13/2000,f,S,50D,,CC,,Dead,,,2004,11/03/2003,
70T,12/08/2002,f,S,F38,,V,,Dead,,,2004,11/03/2003,
712,04/07/1976,m,L,O35,,S,,Dead,O35,17A,2001,12/03/2003,
714,05/08/1976,f,L,X87,,F,,Dead,,,2004,12/03/2003,
715,02/08/1976,f,L,R71,R,R,05/11/2001,Dead,R71,R70,1997,11/04/2003,
717,2/28/1976,m,L,J79,X,X,10/23/2003,Dead,J79,C78,1995,11/04/2003,
718,03/08/1976,m,L,T95,,R,,Dead,,,2004,11/04/2003,
71G,1/19/1997,f,R,96K,,BB,,Dead,,,2003,03/05/2003,
71N,12/06/1999,f,R,K84,,R,,Dead,,,2003,03/05/2003,
720,3/21/1976,m,L,K11,,F,,Dead,K84,722,1994,05/05/2003,
721,03/03/1976,m,L,L66,,V,,Dead,L66,S78,1996,05/05/2003,
722,4/18/1976,m,L,FB,BB,BB,02/03/2003,Dead,,,1980,03/06/2003,
723,04/03/1976,f,F,710,BB,BB,10/11/2002,Dead,,689,1982,01/07/2003,
724,05/02/1976,f,F,432,R,R,10/15/2002,Dead,,626,1982,07/07/2003,
725,3/26/1976,f,F,13B,,V,,Dead,,,2004,10/07/2003,
726,6/14/1976,m,F,17O,,R,,Dead,,,2004,11/07/2003,
727,4/30/1976,m,F,845,nV,V,12/31/1991,Dead,845,A74,1986,05/08/2003,
728,04/04/1976,m,F,89A,,BB,,Dead,89A,X58,1998,01/09/2003,
72H,3/24/1997,m,F,79C,,F,,Dead,,,2003,01/09/2003,
72L,02/03/2000,m,F,X86,,HH,,Dead,,,2003,01/09/2003,
72O,11/14/2000,m,S,H45,,R,,Dead,H45,S47,1997,05/09/2003,
72T,12/27/2002,m,HH,42B,,F,,Dead,42B,H89,2000,12/09/2003,
730,5/17/1976,f,F,74K,,S,,Dead,,,2003,01/10/2003,
731,6/18/1976,f,L,J79,,V,,Dead,J79,00A,2000,04/10/2003,
732,7/24/1976,m,M,01B,,F,,Dead,01B,02C,2002,02/11/2003,
735,04/08/1976,m,M,693,R,R,9/18/2001,Dead,,843,1986,06/11/2003,
737,3/14/1976,f,J,Z15,,F,,Dead,,,2005,12/01/2004,
738,04/06/1976,f,I,483,HH,HH,9/18/2000,Dead,483,,1988,12/01/2004,
73A,12/05/1992,f,Y,67F,,V,,Dead,,,2004,06/02/2004,
73B,1/31/1994,f,F,F74,R,R,06/10/1999,Dead,F74,H79,1991,09/02/2004,
73C,04/05/1994,f,F,T98,,V,,Dead,,,2005,12/02/2004,
73I,12/24/1997,m,R,91A,,R,,Dead,91A,88C,2003,03/03/2004,
73N,12/08/1999,f,R,29I,,R,,Dead,,,2004,11/03/2004,
73O,12/26/2000,m,R,X37,S,S,09/03/2003,Dead,X37,K85,1998,02/05/2004,
73S,11/23/2002,m,F,T95,,R,,Dead,,,2005,10/05/2004,
742,3/13/1976,m,I,K28,F,F,5/24/2002,Dead,K28,K85,1996,06/07/2004,
743,05/04/1976,m,I,D83,,R,,Dead,D83,791,1988,07/07/2004,
744,4/27/1976,m,I,930,HH,HH,5/14/2003,Dead,,632,1984,01/08/2004,
749,04/11/1976,m,I,33H,,CC,,Dead,,,2004,01/08/2004,
74C,4/25/1994,f,F,N40,,R,,Dead,N40,K85,1999,06/08/2004,
74E,03/09/1996,f,V,88I,,F,,Dead,,,2005,12/08/2004,
74H,2/23/1997,f,R,X91,,R,,Dead,,,2004,01/09/2004,
74L,11/18/1999,m,R,68C,,R,,Dead,68C,X94,2001,12/09/2004,
74O,01/06/2001,m,S,61K,,R,,Dead,,,2005,10/11/2004,
74S,01/05/2003,f,F,34B,,KK,,Dead,,,2003,03/01/2005,
74T,11/26/2002,f,KK,03B,,KK,,Dead,,,2006,11/01/2005,
74V,01/09/2004,m,R,29J,,V,,Dead,,,2006,11/02/2005,
74Z,11/14/2004,m,KK,74H,,R,,Dead,,,2005,01/03/2005,
750,04/04/1976,m,I,971,R,R,7/21/1988,Dead,971,,1984,05/03/2005,
752,04/05/1976,f,M,573,X,X,4/19/2005,Dead,,F27,1987,05/03/2005,
755,3/22/1976,m,J,74B,,R,,Dead,74B,61B,2004,04/04/2005,
758,4/21/1976,f,J,69O,,R,,Dead,69O,28B,2005,05/04/2005,
75B,03/08/1994,m,R,V78,,KK,,Dead,,,2005,05/04/2005,
75E,03/09/1996,m,R,38E,,R,,Dead,,,2005,05/05/2005,
75G,01/08/1997,f,R,61K,,R,,Dead,61K,80B,2003,11/05/2005,
75J,1/27/1999,f,F,V80,,HH,,Dead,,,2006,12/05/2005,
75L,12/27/1999,f,R,T98,,V,,Dead,,,2006,12/06/2005,
75O,2/13/2001,m,S,54B,,R,,Dead,54B,L83,2005,10/07/2005,
75T,11/20/2002,m,HH,C12,R,R,07/08/1988,Dead,C12,,1987,12/10/2005,
761,4/26/1976,m,J,13H,,V,,Dead,,,2005,01/12/2005,
762,4/25/1976,f,J,15O,,R,,Dead,15O,83L,2005,01/12/2005,
765,04/09/1976,m,F,75J,,KK,,Dead,75J,43H,2004,07/12/2005,
766,05/03/1976,m,F,V78,,KK,,Dead,,,2006,03/01/2006,
768,4/13/1976,m,F,X67,,V,,Dead,X67,L07,1999,07/02/2006,
76D,12/27/1994,f,R,Z99,,S,,Dead,Z99,77I,2005,03/03/2006,
76H,12/11/1996,f,F,35B,,R,,Dead,,,2006,03/03/2006,
76L,11/19/1999,f,R,99N,,KK,,Dead,99N,T53,2005,04/03/2006,
76S,1/14/2003,f,KK,H02,,R,,Dead,H02,E93,1992,11/03/2006,
770,5/20/1976,m,F,Z53,,R,,Dead,,,2007,11/03/2006,
771,04/06/1976,f,F,O52,,F,,Dead,O52,V79,2000,10/05/2006,
775,4/13/1976,f,M,O35,,S,,Dead,O35,I85,1992,11/05/2006,
776,4/28/1976,m,M,F19,nKK,KK,06/07/2000,Dead,,,1989,09/06/2006,
777,05/02/1976,f,I,14L,,F,,Dead,,,2007,10/06/2006,
77C,1/28/1994,m,F,A71,nHH,HH,2/28/1998,Dead,A71,823,1985,12/06/2006,
77D,02/02/1995,f,R,59F,,R,,Dead,59F,J21,2005,01/07/2006,
77G,1/20/1997,f,R,61K,,R,,Dead,,,2006,01/07/2006,
781,3/19/1976,m,J,S70,,HH,,Dead,S70,96B,2005,03/07/2006,
783,3/24/1976,f,J,30O,,F,,Dead,,,2006,02/08/2006,
786,4/20/1976,m,J,E78,F,F,01/03/1997,Dead,,,1992,08/09/2006,
787,4/22/1976,m,J,68J,,F,,Dead,,,2006,01/10/2006,
78A,2/24/1993,f,F,C38,HH,HH,03/09/2005,Dead,C38,C98,1990,04/11/2006,
78B,1/19/1994,m,R,A71,nHH,HH,2/28/1998,Dead,A71,O81,1994,09/11/2006,
78C,12/31/1993,f,F,777,X,X,07/10/2007,Dead,777,,1983,10/01/2007,
78G,2/17/1997,f,R,93T,,V,,Dead,,,2008,10/01/2007,
78S,12/14/2002,m,KK,02G,,KK,,Dead,02G,42F,2004,11/01/2007,
78V,11/25/2003,f,R,68C,,R,,Dead,,,2007,02/02/2007,
791,05/01/1976,m,I,874,HH,HH,04/09/2007,Dead,874,843,1989,11/02/2007,
792,04/10/1977,m,F,K28,,R,,Dead,K28,X58,1999,02/03/2007,
794,3/15/1977,m,M,X20,R,R,7/21/2005,Dead,V04,O81,1997,04/03/2007,
795,3/24/1977,m,F,O55,,KK,,Dead,,,2008,10/04/2007,
798,02/04/1977,f,I,B03,nKK,KK,06/07/2000,Dead,,,1988,10/04/2007,
799,03/10/1977,f,I,76D,,R,,Dead,76D,44H,2008,11/04/2007,
79B,1/31/1994,m,S,21V,,KK,,Dead,,,2008,12/04/2007,
79C,02/11/1994,f,F,838,HH,HH,12/01/2000,Dead,838,,1983,02/05/2007,
79F,1/22/1996,m,BB,03B,nKK,KK,06/07/2000,Dead,03B,V79,1997,06/05/2007,
79H,12/22/1997,m,F,T84,,S,,Dead,T84,12O,2005,02/06/2007,
79I,12/28/1997,f,V,X37,,R,,Dead,X37,25I,2006,02/07/2007,
79O,11/26/2000,m,S,T83,S,S,09/01/1998,Dead,T83,O49,1998,07/07/2007,
79V,11/10/2003,m,R,O30,R,R,06/02/1999,Dead,O30,G21,1992,08/07/2007,
7A5,11/05/2004,f,R,77G,,R,,Dead,,,2007,03/08/2007,
7B,03/10/1968,m,A,H45,F,F,8/17/2005,Dead,H45,,2001,08/08/2007,
7B4,10/13/2005,m,V,X34,,R,,Dead,,,2008,11/08/2007,
7B5,12/24/2005,f,F,55H,,F,,Dead,,,2007,01/09/2007,
7C0,11/22/2005,f,F,38E,,R,,Dead,,,2007,02/09/2007,
7C2,10/16/2005,f,F,39F,,R,,Dead,,,2007,02/09/2007,
7C3,10/13/2005,f,F,B60,,R,,Dead,B60,791,1988,02/09/2007,
7C8,12/18/2006,f,R,28I,,R,,Dead,28I,80B,2006,06/09/2007,
7D1,10/17/2006,m,KK,T95,,R,,Dead,,,2007,02/10/2007,
7D4,10/17/2006,m,KK,A58,F,F,9/23/1990,Dead,,,1986,05/10/2007,
7D5,10/26/2006,f,KK,897,,R,,Dead,897,Z90,1997,01/11/2007,
7D6,9/29/2006,f,F,49K,,R,,Dead,,,2007,02/11/2007,
7.00E+04,03/05/2008,m,HH,76I,,R,,Dead,76I,18I,2004,07/12/2007,
7F1,10/18/2007,m,S,38E,,R,,Dead,38E,28E,2003,10/12/2007,
7F5,11/11/2007,m,KK,03J,,F,,Dead,,,2008,01/01/2008,
7F9,9/26/2007,f,R,21G,,KK,,Dead,,,2008,01/01/2008,
7G,03/11/1968,f,J,28N,,F,,Dead,,,2008,01/01/2008,
7G3,9/22/2008,f,R,39Z,,HH,,Dead,,,2008,01/01/2008,
7G6,10/01/2008,f,S,59A,,F,,Dead,,,2008,01/01/2008,
7H3,8/30/2008,m,KK,74S,,F,,Dead,,,2008,01/01/2008,
7H8,10/13/2008,f,F,94S,,HH,,Dead,,,2008,01/01/2008,
7I5,10/19/2009,m,R,96A,,R,,Dead,,,2008,01/01/2008,
7I7,12/08/2009,m,S,86C,,F,,Dead,86C,03N,2007,03/01/2008,
7J,3/22/1968,m,A,46F,,F,,Dead,46F,09K,2007,03/01/2008,
7J2,9/18/2009,f,KK,21H,,KK,,Dead,,,2007,03/01/2008,
7J4,9/27/2009,f,KK,59A,,F,,Dead,,,2007,03/01/2008,
7K,02/10/1968,m,A,99I,,F,,Dead,,,2007,03/01/2008,
7K9,9/17/2010,m,V,99N,,KK,,Dead,,,2007,03/01/2008,
7L,3/31/1968,f,F,T83,,S,,Dead,,,2008,03/01/2008,
7L8,11/02/2010,m,V,29Z,,F,,Dead,,,2009,10/01/2008,
7L9,9/16/2010,m,V,T03,R,R,09/04/2003,Dead,T03,L22,1998,12/01/2008,
7M1,08/12/2011,m,S,K11,,F,,Dead,K11,V79,2000,12/01/2008,
7N,3/31/1968,f,F,78I,R,R,6/13/2008,Dead,78I,12E,2003,12/01/2008,
7N5,9/30/2011,f,V,80S,,HH,,Dead,,,2009,12/01/2008,
7O4,09/07/2012,m,V,B60,,R,,Dead,B60,,1986,12/01/2008,
7P,3/27/1968,m,F,76H,,HH,,Dead,,,2008,07/02/2008,
7Q,04/01/1968,f,F,S37,,S,,Dead,S37,V83,2003,10/03/2008,
7Q5,08/11/2013,m,S,20Z,,F,,Dead,,,2009,10/03/2008,
7Q6,8/20/2013,f,S,55H,,F,,Dead,,,2009,10/03/2008,
7Q7,11/25/2013,f,S,13H,,V,,Dead,,,2008,01/04/2008,
7Q9,9/27/2013,m,S,70K,,R,,Dead,70K,25I,2008,03/04/2008,
7R0,9/19/2013,m,HH,T95,,R,,Dead,T95,O15,2008,07/04/2008,
7S,04/04/1968,f,F,985,,F,,Dead,985,632,1986,08/04/2008,
7S1,9/19/2014,f,KK,59F,HH,HH,4/15/2008,Dead,59F,O15,2003,12/04/2008,
7S7,8/20/2014,f,KK,K84,,R,,Dead,,,2008,02/05/2008,
7V1,10/23/2015,m,KK,67C,,R,,Dead,67C,50T,2008,03/05/2008,
7X8,8/24/2016,f,F,51V,,KK,,Dead,,,2009,11/05/2008,
7Y7,07/09/2017,f,F,3A4,,HH,,Dead,,,2009,12/05/2008,
802,02/11/1977,f,I,78C,,HH,,Dead,78C,40C,2003,10/07/2008,
803,04/11/1977,f,I,S16,HH,HH,08/02/2007,Dead,,,2007,02/08/2008,
805,04/09/1977,f,I,97J,,V,,Dead,99I,20J,2007,04/08/2008,
80B,4/19/1994,m,S,30J,,V,,Dead,,,2008,04/08/2008,
80E,01/08/1996,f,V,X97,,F,,Dead,X97,07D,2007,02/09/2008,
80F,12/04/1995,f,S,G43,X,X,1/25/2008,Dead,G43,77A,2000,05/09/2008,
80G,12/09/1996,f,R,74B,,R,,Dead,74B,83L,2009,12/09/2008,
80I,11/24/1997,f,S,94S,,HH,,Dead,,,2009,12/09/2008,
80J,3/15/1999,f,F,J91,,F,,Dead,,,2008,01/10/2008,
80T,2/27/2003,m,R,35B,,R,,Dead,35B,12O,2008,06/10/2008,
811,04/06/1977,m,J,572,R,R,4/15/2008,Dead,,A74,1988,09/10/2008,
812,4/18/1977,f,F,441,R,R,05/12/1987,Dead,,,1981,11/10/2008,
816,4/30/1977,m,J,S70,,HH,,Dead,S70,43H,2006,03/11/2008,
818,3/13/1977,m,J,78T,,F,,Dead,,,2008,04/11/2008,
81B,02/04/1994,f,F,21K,HH,HH,04/12/2007,Dead,21K,86F,2005,06/11/2008,
81E,12/03/1995,f,V,H02,X,X,11/12/2008,Dead,H02,K85,1996,12/11/2008,
81H,01/05/1998,f,CC,10C,,R,,Dead,,,2009,12/11/2008,
81I,12/25/1997,f,S,971,,R,,Dead,971,D91,1991,02/12/2008,
81L,12/19/1999,f,F,04N,,F,,Dead,04N,07D,2005,05/12/2008,
81T,11/09/2002,f,KK,59F,,R,,Dead,59F,80B,2008,04/03/2009,
81V,10/31/2003,m,S,20Z,,F,,Dead,,,2010,09/03/2009,
821,3/18/1977,m,J,X83,,R,,Dead,X83,83L,2010,09/03/2009,
824,03/09/1977,f,J,25P,,KK,,Dead,,,2010,11/03/2009,
825,3/27/1977,m,J,T98,,V,,Dead,,G20,1994,12/03/2009,
826,3/29/1977,f,J,0A4,,F,,Dead,,,2010,12/03/2009,
828,4/20/1977,f,O,89K,,R,,Dead,89K,83L,2008,02/05/2009,
829,5/29/1977,f,I,K81,,R,,Dead,K81,80B,2003,10/05/2009,
82A,1/29/1993,f,F,Z08,,F,,Dead,Z08,51A,2000,02/06/2009,
82H,1/14/1998,f,DD,X60,,S,,Dead,X60,12O,2007,03/06/2009,
82I,1/13/1998,f,S,K81,,R,,Dead,K81,J19,1994,03/06/2009,
83,01/01/1955,m,U,N16,,S,,Dead,N16,Z46,2005,08/06/2009,
833,02/12/1977,m,O,J92,,F,,Dead,,,2010,11/06/2009,
834,4/19/1977,m,O,699,,F,,Dead,699,632,1986,11/06/2009,
835,3/24/1977,m,O,B64,X,X,09/10/2009,Dead,B64,,1987,11/06/2009,
838,03/09/1977,f,F,T03,F,F,8/18/2008,Dead,T03,84G,2004,09/07/2009,
839,3/27/1977,m,M,5B6,,HH,,Dead,,,2010,10/07/2009,
83A,1/18/1993,f,F,10C,V,V,06/01/2009,Dead,10C,O81,2000,11/07/2009,
83L,12/03/1999,m,R,20C,,V,,Dead,,,2010,12/07/2009,
83O,01/01/2001,m,R,Z53,,R,,Dead,Z53,K85,1998,01/08/2009,
83P,11/26/2001,f,F,74T,,KK,,Dead,,,2009,01/08/2009,
841,3/28/1977,m,L,S37,,S,,Dead,S37,V83,2002,09/08/2009,
845,02/12/1977,f,L,E78,R,R,9/14/2000,Dead,,D38,1988,12/08/2009,
846,02/10/1977,f,L,02T,,R,,Dead,02T,13N,2009,03/09/2009,
847,05/06/1977,f,L,32G,V,V,07/08/2009,Dead,32G,85E,2002,09/09/2009,
849,5/21/1977,m,M,06A,V,V,08/06/2009,Dead,06A,61D,2004,10/09/2009,
84A,1/29/1993,f,R,H02,,R,,Dead,H02,791,1988,11/09/2009,
84E,03/07/1996,m,F,21N,,HH,,Dead,21N,68N,2008,02/10/2009,
84F,1/27/1996,m,CC,N16,,S,,Dead,,,2009,02/10/2009,
84G,01/07/1997,m,S,953,,S,,Dead,953,A66,1988,02/10/2009,
84J,01/04/1999,m,F,S16,,HH,,Dead,,,2009,03/10/2009,
84N,1/20/2000,f,S,D69,HH,HH,08/02/2007,Dead,D69,C56,1989,03/10/2009,
84O,12/10/2000,m,EE,L48,HH,HH,12/12/2005,Dead,L48,C78,1995,11/10/2009,
851,3/13/1977,f,I,0B9,,HH,,Dead,,,2010,12/10/2009,
856,07/01/1977,m,JJ,V24,HH,HH,10/11/2004,Dead,V24,T82,2000,06/11/2009,
858,5/22/1977,f,F,21C,HH,HH,10/23/2006,Dead,21C,79B,2001,02/12/2009,
85A,1/29/1993,m,R,01P,,HH,,Dead,,,2009,02/12/2009,
85B,12/11/1993,m,S,D12,,V,,Dead,,O23,1996,05/12/2009,
85E,01/04/1996,m,F,T85,HH,HH,7/17/2007,Dead,T85,N46,1997,08/12/2009,
85F,4/24/1996,f,F,1B6,,R,,Dead,1B6,70C,2010,03/01/2010,
85H,12/27/1997,m,BB,59F,,R,,Dead,,,2010,03/01/2010,
85P,11/15/2001,f,F,42L,,F,,Dead,,,2010,04/01/2010,
85T,10/31/2003,f,V,51R,,S,,Dead,51R,19T,2010,04/01/2010,
85Z,11/17/2004,f,S,48N,,R,,Dead,48N,25I,2008,09/01/2010,
863,3/16/1977,f,L,X17,HH,HH,08/06/2009,Dead,X17,Z06,2000,11/02/2010,
865,5/20/1977,m,L,1.00E+07,,R,,Dead,,,2011,11/02/2010,
866,3/20/1977,f,L,30O,,HH,,Dead,,,2011,11/02/2010,
867,3/30/1977,f,L,21V,,KK,,Dead,,,2011,11/03/2010,
869,5/16/1977,f,I,9C7,,S,,Dead,,,2011,11/03/2010,
86A,12/10/1992,m,R,21C-K,,HH,,Dead,,,2011,11/03/2010,
86B,1/21/1994,m,V,35O,V,V,05/10/2010,Dead,35O,42F,2006,06/04/2010,
86D,02/10/1995,m,F,68V,,F,,Dead,,,2010,06/04/2010,
86F,01/06/1996,m,R,E66,X,X,09/03/2010,Dead,E66,C56,1995,11/04/2010,
86L,1/25/2000,m,R,06A,,S,,Dead,06A,26P,2009,03/05/2010,
872,4/25/1977,m,F,04O,R,R,07/09/2008,Dead,04O,20J,2005,03/05/2010,
873,5/23/1977,m,F,4A9,,S,,Dead,,,2010,04/05/2010,
874,2/18/1978,f,F,51T,,R,,Dead,51T,01K,2009,10/05/2010,
877,02/02/1978,f,F,09Z,,R,,Dead,,,2011,10/05/2010,
879,3/26/1978,m,F,0B5,,R,,Dead,0B5,14A,2009,02/06/2010,
87B,01/07/1994,f,V,43F,,F,,Dead,43F,07D,2004,04/06/2010,
87F,12/27/1995,f,R,J69,,R,,Dead,J69,J19,1997,07/06/2010,
87K,11/14/1998,f,F,K11,,F,,Dead,K11,I75,1992,07/06/2010,
87L,2/17/2000,m,S,21H,,KK,,Dead,21H,94O,2009,03/08/2010,
87O,11/18/2000,m,R,62V,,F,,Dead,62V,30L,2009,03/08/2010,
87S,01/12/2003,m,R,L80,nKK,KK,06/07/2000,Dead,L80,V95,2000,03/08/2010,
87Z,10/18/2004,m,F,25Z,,R,,Dead,25Z,50T,2010,02/09/2010,
881,04/06/1978,m,F,X29,,R,,Dead,X29,I78,1996,03/09/2010,
882,2/26/1978,f,F,J95,,F,,Dead,J95,H87,1996,03/09/2010,
884,03/04/1978,m,J,3A7,,R,,Dead,3A7,42F,2009,03/09/2010,
889,2/23/1978,m,J,93I,,R,,Dead,93I,12O,2008,03/09/2010,
88B,01/02/1994,m,V,K04,,F,,Dead,K04,I47,1997,04/09/2010,
88I,12/24/1997,f,F,X91,,R,,Dead,,,2011,11/09/2010,
88N,2/25/2000,f,S,74S,,F,,Dead,,,2011,12/09/2010,
88R,12/25/2001,f,KK,93Z,,F,,Dead,,,2011,12/09/2010,
88V,12/07/2003,m,R,H02,,R,,Dead,H02,Z71,2004,03/10/2010,
893,1/30/1978,f,I,60P,,F,,Dead,60P,L83,2007,03/10/2010,
894,02/10/1978,m,I,46F,,F,,Dead,46F,25R,2010,03/10/2010,
896,2/26/1978,f,I,86C,,F,,Dead,86C,91S,2010,03/10/2010,
897,03/04/1978,f,I,D82,,S,,Dead,D82,C78,1988,03/10/2010,
89B,01/10/1994,f,V,F25,,F,,Dead,F25,F08,1990,03/10/2010,
89C,11/30/1993,f,F,2C4,,KK,,Dead,,,2010,11/10/2010,
89I,5/25/1998,m,E,62O,,KK,,Dead,,,2011,11/10/2010,
89K,1/19/1999,f,R,48N,,R,,Dead,48N,04I,2007,03/11/2010,
89L,01/05/2000,f,S,35B,,R,,Dead,35B,Z71,1999,03/11/2010,
89N,11/04/1999,m,S,I12,HH,HH,11/10/2008,Dead,I12,D11,1996,03/11/2010,
89S,12/16/2002,m,R,11L,S,S,05/11/2010,Dead,11L,29H,2005,10/11/2010,
8A1,10/18/2004,m,R,90D,,F,,Dead,,,2010,01/12/2010,
8B0,10/24/2005,f,F,76D,F,F,04/05/2009,Dead,76D,O15,2005,03/12/2010,
8B4,11/22/2005,f,F,S96,,R,,Dead,S96,E05,1993,03/12/2010,
8B5,10/31/2005,m,V,6B0,,R,,Dead,6B0,50T,2010,03/01/2011,
8C7,12/07/2006,f,R,78A,,F,,Dead,78A,53N,2007,04/01/2011,
8D0,12/26/2006,f,F,N16,,S,,Dead,N16,I85,1992,07/01/2011,
8D1,12/06/2006,m,F,B75,R,R,07/01/2005,Dead,B75,O34,1995,07/01/2011,
8D3,11/10/2006,m,V,S16,nMM,MM,09/01/2011,Dead,S16,,1994,09/01/2011,
8D5,10/11/2006,f,F,B56,X,X,08/11/2011,Dead,B56,A66,1993,11/01/2011,
8D7,10/08/2006,m,F,4A2,,R,,Dead,,,2012,11/01/2011,
8D9,9/30/2006,f,V,X91,,R,,Dead,X91,19T,2012,12/01/2011,
8.00E+00,9/15/2007,f,HH,35R,,R,,Dead,35R,37N,2008,06/02/2011,
8F8,11/19/2007,f,R,8C7,,R,,Dead,,,2012,12/02/2011,
8G1,9/29/2008,m,R,X34,,R,,Dead,,,2012,10/03/2011,
8G8,11/16/2008,f,R,02G,X,X,04/08/2011,Dead,02G,42F,2002,05/04/2011,
8H7,10/04/2008,f,HH,H74,,F,,Dead,H74,C18,1989,08/04/2011,
8H8,10/08/2008,f,F,D07,F,F,6/16/2005,Dead,D07,,1988,09/04/2011,
8I,02/10/1968,m,F,R75,nKK,KK,06/07/2000,Dead,R75,77A,2000,07/05/2011,
8I5,10/20/2009,m,KK,14Z,,R,,Dead,,,2011,08/05/2011,
8I8,12/11/2009,f,KK,D07,,R,,Dead,D07,A34,1990,09/05/2011,
8J,4/19/1968,f,F,X34,,R,,Dead,,,2012,12/05/2011,
8J9,8/26/2009,f,F,D69,,F,,Dead,,,1990,12/05/2011,
8K,5/17/1968,f,J,7C0,,F,,Dead,,,2012,10/06/2011,
8L,03/01/1968,f,I,90T,,V,,Dead,,,2012,10/06/2011,
8L5,10/05/2010,m,HH,77D,HH,HH,05/10/2011,Dead,77D,O15,2003,07/07/2011,
8N,03/08/1968,m,I,7.00E+03,,HH,,Dead,7.00E+03,64Z,2012,09/07/2011,
8N2,10/16/2011,m,V,T03,,V,,Dead,,,2011,10/07/2011,
8N4,08/11/2011,f,F,Z14,,F,,Dead,,,2012,11/07/2011,
8O7,8/26/2012,m,R,66I,,HH,,Dead,66I,43H,2005,06/08/2011,
8P7,9/15/2012,m,R,93T,,V,,Dead,,,2012,09/08/2011,
8Q0,8/19/2013,m,S,V36,,F,,Dead,,,2012,12/08/2011,
8Q6,9/23/2013,f,KK,65A,X,X,11/08/2011,Dead,65A,56K,2007,11/09/2011,
8Q9,10/19/2013,m,R,V80,,HH,,Dead,V80,02R,2012,12/09/2011,
8R,03/01/1968,f,I,5A0,,S,,Dead,5A0,20J,2010,02/10/2011,
8S,4/21/1968,m,E,J12,,R,,Dead,J12,X58,1999,07/10/2011,
8T,2/25/1968,m,F,7B7,,F,,Dead,7B7,31S,2011,01/11/2011,
8T7,8/25/2014,f,MM,88N,,S,,Dead,88N,58P,2010,02/11/2011,
8V0,09/08/2015,m,V,78T,,F,,Dead,,,2011,04/11/2011,
8W8,8/20/2015,f,R,22S,,R,,Dead,22S,13I,2008,08/11/2011,
8X8,06/04/2017,m,S,95V,,R,,Dead,,,2011,09/12/2011,
8Y,03/07/1968,m,F,79C,,F,,Dead,79C,07T,2012,09/12/2011,
9,3/20/1958,m,U,90D,,F,,Dead,,,2012,12/12/2011,
900,3/19/1978,m,M,X20,,HH,,Dead,X20,R70,2001,05/01/2012,
901,04/02/1978,m,M,2.00E+09,,HH,,Dead,2.00E+09,64Z,2012,08/01/2012,
902,4/17/1978,f,M,X44,V,V,4/13/2012,Dead,X44,V95,2002,10/01/2012,
907,4/19/1978,m,O,36O,,HH,,Dead,,,2013,11/01/2012,
90A,11/23/1992,m,R,F19,nKK,KK,06/07/2000,Dead,F19,C18,1991,11/01/2012,
90B,11/16/1993,m,R,09Z,,R,,Dead,09Z,11Z,2010,03/02/2012,
90D,1/31/1995,f,F,2A2,nNN,NN,03/02/2012,Dead,2A2,46Z,2012,03/02/2012,
90G,01/07/1997,f,R,40V,,R,,Dead,40V,83L,2010,04/02/2012,
90N,2/23/2000,m,S,V58,,F,,Dead,V58,65F,2007,07/02/2012,
90S,12/10/2002,f,HH,61A,nNN,NN,03/02/2012,Dead,61A,65F,2002,08/02/2012,
90V,12/13/2003,f,R,10S,nNN,NN,03/02/2012,Dead,10S,43P,2011,08/02/2012,
90Z,11/09/2004,m,F,1G2,,V,,Dead,1G2,91O,2013,10/02/2012,
912,1/27/1978,m,O,01B,HH,HH,11/02/2006,Dead,01B,09K,2005,04/03/2012,
915,03/11/1978,m,O,O30,F,F,4/17/1998,Dead,O30,J43,1994,04/03/2012,
919,02/12/1978,m,J,679,nKK,KK,06/07/2000,Dead,679,G37,1996,04/04/2012,
91A,12/14/1992,f,R,4H7,,S,,Dead,,,2013,10/04/2012,
91H,11/08/1997,m,S,J41,R,R,05/08/2007,Dead,J41,D91,1992,05/05/2012,
91K,11/19/1998,f,R,52P,nNN,NN,03/02/2012,Dead,52P,30L,2012,03/06/2012,
91P,11/05/2001,m,F,25P,,KK,,Dead,25P,17T,2011,06/06/2012,
920,4/14/1978,m,J,14L,nNN,NN,03/02/2012,Dead,14L,43P,2012,08/06/2012,
922,02/01/1978,m,J,1.00E+07,,R,,Dead,1.00E+07,22O,2013,09/06/2012,
926,1/26/1978,m,J,6A3,,R,,Dead,,,2013,10/07/2012,
927,03/09/1978,f,J,679,R,R,4/14/2010,Dead,679,C98,1993,10/08/2012,
928,1/29/1978,m,F,0B6,,KK,,Dead,0B6,17T,2010,02/09/2012,
